"TimePeriodLabel","date","cases","deaths","newcases","newdeaths","Indicator","Group","State","Subgroup","Phase","TimePeriod","TimePeriodStartDate","TimePeriodEndDate","Value","LowCI","HighCI","ConfidenceInterval","QuartileRange","SymptomType","Subgroup2"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.2,22.8,29.7,"22.8 - 29.7","","Depressive","Asian"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.5,31,38.2,"31.0 - 38.2","","Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",41.5,38.9,44.2,"38.9 - 44.2","","Anxiety","Hispanic or Latino"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.9,33.9,35.8,"33.9 - 35.8","","Anxiety","White"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",38,35.4,40.7,"35.4 - 40.7","","Anxiety","Black"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",30.1,26.6,33.7,"26.6 - 33.7","","Anxiety","Asian"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",36.6,33.1,40.3,"33.1 - 40.3","","Anxiety","Other/Multiple Races"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",47.1,44.7,49.4,"44.7 - 49.4","","Anxiety or Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",39.8,38.9,40.7,"38.9 - 40.7","","Anxiety or Depressive","White"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.5,41.6,47.5,"41.6 - 47.5","","Anxiety or Depressive","Black"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",37.4,33.4,41.5,"33.4 - 41.5","","Anxiety or Depressive","Asian"
"Jan 20 - Feb 1","1/29/2021",25972231,436794,165664,3600,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.8,41,48.6,"41.0 - 48.6","","Anxiety or Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",32.1,30,34.3,"30.0 - 34.3","","Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.9,26.3,27.5,"26.3 - 27.5","","Depressive","White"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",31,28.4,33.7,"28.4 - 33.7","","Depressive","Black"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.2,22.8,29.7,"22.8 - 29.7","","Depressive","Asian"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.5,31,38.2,"31.0 - 38.2","","Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",41.5,38.9,44.2,"38.9 - 44.2","","Anxiety","Hispanic or Latino"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.9,33.9,35.8,"33.9 - 35.8","","Anxiety","White"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",38,35.4,40.7,"35.4 - 40.7","","Anxiety","Black"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",30.1,26.6,33.7,"26.6 - 33.7","","Anxiety","Asian"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",36.6,33.1,40.3,"33.1 - 40.3","","Anxiety","Other/Multiple Races"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",47.1,44.7,49.4,"44.7 - 49.4","","Anxiety or Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",39.8,38.9,40.7,"38.9 - 40.7","","Anxiety or Depressive","White"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.5,41.6,47.5,"41.6 - 47.5","","Anxiety or Depressive","Black"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",37.4,33.4,41.5,"33.4 - 41.5","","Anxiety or Depressive","Asian"
"Jan 20 - Feb 1","1/20/2021",24499015,406216,186916,4380,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.8,41,48.6,"41.0 - 48.6","","Anxiety or Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",32.1,30,34.3,"30.0 - 34.3","","Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.9,26.3,27.5,"26.3 - 27.5","","Depressive","White"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",31,28.4,33.7,"28.4 - 33.7","","Depressive","Black"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.2,22.8,29.7,"22.8 - 29.7","","Depressive","Asian"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.5,31,38.2,"31.0 - 38.2","","Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",41.5,38.9,44.2,"38.9 - 44.2","","Anxiety","Hispanic or Latino"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.9,33.9,35.8,"33.9 - 35.8","","Anxiety","White"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",38,35.4,40.7,"35.4 - 40.7","","Anxiety","Black"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",30.1,26.6,33.7,"26.6 - 33.7","","Anxiety","Asian"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",36.6,33.1,40.3,"33.1 - 40.3","","Anxiety","Other/Multiple Races"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",47.1,44.7,49.4,"44.7 - 49.4","","Anxiety or Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",39.8,38.9,40.7,"38.9 - 40.7","","Anxiety or Depressive","White"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.5,41.6,47.5,"41.6 - 47.5","","Anxiety or Depressive","Black"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",37.4,33.4,41.5,"33.4 - 41.5","","Anxiety or Depressive","Asian"
"Jan 20 - Feb 1","1/21/2021",24689149,410351,190134,4135,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.8,41,48.6,"41.0 - 48.6","","Anxiety or Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",32.1,30,34.3,"30.0 - 34.3","","Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.9,26.3,27.5,"26.3 - 27.5","","Depressive","White"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",31,28.4,33.7,"28.4 - 33.7","","Depressive","Black"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.2,22.8,29.7,"22.8 - 29.7","","Depressive","Asian"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.5,31,38.2,"31.0 - 38.2","","Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",41.5,38.9,44.2,"38.9 - 44.2","","Anxiety","Hispanic or Latino"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.9,33.9,35.8,"33.9 - 35.8","","Anxiety","White"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",38,35.4,40.7,"35.4 - 40.7","","Anxiety","Black"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",30.1,26.6,33.7,"26.6 - 33.7","","Anxiety","Asian"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",36.6,33.1,40.3,"33.1 - 40.3","","Anxiety","Other/Multiple Races"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",47.1,44.7,49.4,"44.7 - 49.4","","Anxiety or Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",39.8,38.9,40.7,"38.9 - 40.7","","Anxiety or Depressive","White"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.5,41.6,47.5,"41.6 - 47.5","","Anxiety or Depressive","Black"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",37.4,33.4,41.5,"33.4 - 41.5","","Anxiety or Depressive","Asian"
"Jan 20 - Feb 1","1/22/2021",24880891,414082,191742,3731,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.8,41,48.6,"41.0 - 48.6","","Anxiety or Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",32.1,30,34.3,"30.0 - 34.3","","Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.9,26.3,27.5,"26.3 - 27.5","","Depressive","White"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",31,28.4,33.7,"28.4 - 33.7","","Depressive","Black"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",26.2,22.8,29.7,"22.8 - 29.7","","Depressive","Asian"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.5,31,38.2,"31.0 - 38.2","","Depressive","Other/Multiple Races"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",41.5,38.9,44.2,"38.9 - 44.2","","Anxiety","Hispanic or Latino"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",34.9,33.9,35.8,"33.9 - 35.8","","Anxiety","White"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",38,35.4,40.7,"35.4 - 40.7","","Anxiety","Black"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",30.1,26.6,33.7,"26.6 - 33.7","","Anxiety","Asian"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",36.6,33.1,40.3,"33.1 - 40.3","","Anxiety","Other/Multiple Races"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",47.1,44.7,49.4,"44.7 - 49.4","","Anxiety or Depressive","Hispanic or Latino"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",39.8,38.9,40.7,"38.9 - 40.7","","Anxiety or Depressive","White"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.5,41.6,47.5,"41.6 - 47.5","","Anxiety or Depressive","Black"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",37.4,33.4,41.5,"33.4 - 41.5","","Anxiety or Depressive","Asian"
"Jan 20 - Feb 1","1/23/2021",25048834,417404,167943,3322,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",23,"1/20/2021 0:00","2/1/2021 0:00",44.8,41,48.6,"41.0 - 48.6","","Anxiety or Depressive","Other/Multiple Races"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",29.6,27.4,31.9,"27.4 - 31.9","","Depressive","Hispanic or Latino"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",27.4,26.6,28.3,"26.6 - 28.3","","Depressive","White"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",37.2,32.9,41.6,"32.9 - 41.6","","Depressive","Other/Multiple Races"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",31.2,28.3,34.2,"28.3 - 34.2","","Depressive","Black"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",23.6,21.2,26,"21.2 - 26.0","","Depressive","Asian"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",37.6,35.5,39.7,"35.5 - 39.7","","Anxiety","Hispanic or Latino"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",35.8,35,36.6,"35.0 - 36.6","","Anxiety","White"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",34.8,31.8,38,"31.8 - 38.0","","Anxiety","Black"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",28.1,25.6,30.7,"25.6 - 30.7","","Anxiety","Asian"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",41.2,37.2,45.2,"37.2 - 45.2","","Anxiety","Other/Multiple Races"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",42.1,39.9,44.3,"39.9 - 44.3","","Anxiety or Depressive","Hispanic or Latino"
"Jan 6 - Jan 18","1/10/2021",22451610,374440,208336,1777,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","3 (Jan 6 � Feb 1)",22,"1/6/2021 0:00","1/18/2021 0:00",40.6,39.8,41.4,"39.8 - 41.4","","Anxiety or Depressive","White"
