TimePeriodLabel,date,cases,deaths,newcases,newdeaths,Indicator,Group,State,Subgroup,Phase,TimePeriod,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange,SymptomType,Subgroup2
Jan 20 - Feb 1,1/22/2021,24880891,414082,191742,3731,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/22/2021,24880891,414082,191742,3731,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/22/2021,24880891,414082,191742,3731,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 20 - Feb 1,1/23/2021,25048834,417404,167943,3322,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/23/2021,25048834,417404,167943,3322,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/23/2021,25048834,417404,167943,3322,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/10/2021,22451610,374440,208336,1777,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/10/2021,22451610,374440,208336,1777,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/10/2021,22451610,374440,208336,1777,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/11/2021,22674554,376488,222944,2048,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/11/2021,22674554,376488,222944,2048,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/11/2021,22674554,376488,222944,2048,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/12/2021,22904249,380894,229695,4406,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/12/2021,22904249,380894,229695,4406,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/12/2021,22904249,380894,229695,4406,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/13/2021,23133567,384824,229318,3930,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/13/2021,23133567,384824,229318,3930,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/13/2021,23133567,384824,229318,3930,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/14/2021,23372166,388804,238599,3980,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/14/2021,23372166,388804,238599,3980,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/14/2021,23372166,388804,238599,3980,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/15/2021,23613101,392553,240935,3749,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/15/2021,23613101,392553,240935,3749,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/15/2021,23613101,392553,240935,3749,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/16/2021,23814760,395894,201659,3341,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/16/2021,23814760,395894,201659,3341,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/16/2021,23814760,395894,201659,3341,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/17/2021,23984382,397624,169622,1730,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/17/2021,23984382,397624,169622,1730,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/17/2021,23984382,397624,169622,1730,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/18/2021,24127029,399065,142647,1441,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/18/2021,24127029,399065,142647,1441,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/18/2021,24127029,399065,142647,1441,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/6/2021,21410248,361396,255760,3964,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/6/2021,21410248,361396,255760,3964,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/6/2021,21410248,361396,255760,3964,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/7/2021,21690526,365507,280278,4111,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/7/2021,21690526,365507,280278,4111,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/7/2021,21690526,365507,280278,4111,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/8/2021,21991145,369402,300619,3895,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/8/2021,21991145,369402,300619,3895,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/8/2021,21991145,369402,300619,3895,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/9/2021,22243274,372663,252129,3261,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/9/2021,22243274,372663,252129,3261,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/9/2021,22243274,372663,252129,3261,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
Jan 6 - Jan 18,1/19/2021,24312099,401836,185070,2771,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,28.4,27.5,29.2,27.5 - 29.2,,Depressive,United States
Jan 6 - Jan 18,1/19/2021,24312099,401836,185070,2771,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,35.8,35.1,36.5,35.1 - 36.5,,Anxiety,United States
Jan 6 - Jan 18,1/19/2021,24312099,401836,185070,2771,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),22,1/6/2021 0:00,1/18/2021 0:00,41.1,40.2,41.9,40.2 - 41.9,,Anxiety or Depressive,United States
July 16 - July 21,8/16/2020,5417664,169914,42137,514,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,8/16/2020,5417664,169914,42137,514,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,8/16/2020,5417664,169914,42137,514,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,8/17/2020,5455187,170449,37523,535,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,8/17/2020,5455187,170449,37523,535,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,8/17/2020,5455187,170449,37523,535,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,8/18/2020,5498420,171798,43233,1349,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,8/18/2020,5498420,171798,43233,1349,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,8/18/2020,5498420,171798,43233,1349,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/23/2020,4050036,144283,70006,1116,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/23/2020,4050036,144283,70006,1116,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/23/2020,4050036,144283,70006,1116,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/24/2020,4123561,145429,73525,1146,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/24/2020,4123561,145429,73525,1146,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/24/2020,4123561,145429,73525,1146,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/25/2020,4190337,146313,66776,884,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/25/2020,4190337,146313,66776,884,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/25/2020,4190337,146313,66776,884,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/26/2020,4244554,146753,54217,440,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/26/2020,4244554,146753,54217,440,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/26/2020,4244554,146753,54217,440,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/27/2020,4303735,148449,59181,1696,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/27/2020,4303735,148449,59181,1696,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/27/2020,4303735,148449,59181,1696,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/28/2020,4366851,149776,63116,1327,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/28/2020,4366851,149776,63116,1327,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/28/2020,4366851,149776,63116,1327,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/16/2020,3589477,138285,75687,958,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/16/2020,3589477,138285,75687,958,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/16/2020,3589477,138285,75687,958,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/17/2020,3660400,139186,70923,901,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/17/2020,3660400,139186,70923,901,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/17/2020,3660400,139186,70923,901,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/18/2020,3722851,139961,62451,775,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/18/2020,3722851,139961,62451,775,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/18/2020,3722851,139961,62451,775,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/19/2020,3785126,140373,62275,412,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/19/2020,3785126,140373,62275,412,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/19/2020,3785126,140373,62275,412,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/20/2020,3845014,140904,59888,531,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/20/2020,3845014,140904,59888,531,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/20/2020,3845014,140904,59888,531,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/21/2020,3910291,142031,65277,1127,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/21/2020,3910291,142031,65277,1127,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/21/2020,3910291,142031,65277,1127,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,7/22/2020,3980030,143167,69739,1136,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,7/22/2020,3980030,143167,69739,1136,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,7/22/2020,3980030,143167,69739,1136,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,8/5/2020,4834047,158554,53723,1253,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,8/5/2020,4834047,158554,53723,1253,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,8/5/2020,4834047,158554,53723,1253,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,8/6/2020,4891561,159625,57514,1071,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,8/6/2020,4891561,159625,57514,1071,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,8/6/2020,4891561,159625,57514,1071,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,8/7/2020,4952718,160981,61157,1356,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,8/7/2020,4952718,160981,61157,1356,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,8/7/2020,4952718,160981,61157,1356,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,8/8/2020,5007958,161947,55240,966,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
July 16 - July 21,8/8/2020,5007958,161947,55240,966,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,40.9,40.1,41.8,40.1 - 41.8,,Anxiety or Depressive,United States
July 16 - July 21,8/8/2020,5007958,161947,55240,966,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,36.1,35.2,36.9,35.2 - 36.9,,Anxiety,United States
July 16 - July 21,8/9/2020,5056438,162486,48480,539,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,7/16/2020 0:00,7/21/2020 0:00,29.6,28.8,30.5,28.8 - 30.5,,Depressive,United States
